LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
BAPTISTE,Raekwon,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,16,4.2,8.15,0,12.35
BARBER,Emil,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,14,4.2,8.7,0,12.9
BARBOSA,Gabriela,w,BRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,31,4.2,8.45,,12.65
BARBOSU,Ana,w,ROU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,19,4.2,8.9,,13.1
BARBOSU,Ana,w,ROU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,57,4.2,8.8,,13
BARBOSU,Ana,w,ROU,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,50,4.2,8.633,0.1,12.733
MILTON,Malea,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,25,5,6.4,,11.4
BARROS,Sydney Tatiana,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.2,8.7,,12.9
BATORI,Szabolcs,m,HUN,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",SR,27,4.2,7.233,,11.433
BAUYRZHANOVA,Aida,w,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,97,4.2,7.4,,11.6
BAUYRZHANOVA,Aida,w,KAZ,7-9 Oct 2022,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",VT2,5,4.2,8.7,,12.9
BAUYRZHANOVA,Aida,w,KAZ,7-9 Oct 2022,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT2,6,4.2,7.85,,12.05
BAUYRZHANOVA,Aida,w,KAZ,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,UB,19,4.2,7.5,,11.7
BAUYRZHANOVA,Aida,w,KAZ,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,125,4.2,8.433,0.1,12.533
BAUYRZHANOVA,Aida,w,KAZ,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",UB,26,4.2,6.833,,11.033
BAUYRZHANOVA,Aida,w,KAZ,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",VT2,10,4.2,8.433,,12.633
BEEKHUIS,Esmée,w,NED,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT1,14,4.2,8.7,,12.9
BELAK,Teja,w,SLO,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",BB,25,4.2,6.7,,10.9
BELBIN,Ellie,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",VT1,4,4.2,9.05,0,13.25
BELBIN,Ellie,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,6,4.2,9.05,0,13.25
BELL,Clayton,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",SR,21,4.2,8.15,0,12.35
BEREZNEV,Maxim,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,17,4.2,8.4,,12.6
BEREZNEV,Maxim,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,22,4.2,8.9,,13.1
BERGHOLT,Cecilie,w,DEN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,95,4.2,5.533,,9.733
BERNARD,Cameron Lie,m,FRA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,74,4.2,8.166,,12.366
BERNHARD,Miriam,w,AUT,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",FX,23,4.2,6.333,,10.533
BETANCES,Camil,w,DOM,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,25,4.2,8.433,,12.633
BETANCES,Camil,w,DOM,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",VT1,6,4.2,8.466,,12.666
BETANCES,Camil,w,DOM,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,7,4.2,8.433,,12.633
BETANCES REYES,Camil,w,DOM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.2,8.633,,12.833
BETANCOURT,Victor,m,VEN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,27,4.2,7.1,0.1,11.2
BICKEL,Lena,w,SUI,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,58,4.2,8.966,,13.166
BICKEL,Lena,w,SUI,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,17,4.2,9.166,,13.366
BINER,Ceren,w,TUR,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT1,14,4.2,8,,12.2
BINER,Ceren,w,TUR,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",VT1,6,4.2,8.866,,13.066
BINER,Ceren,w,TUR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,38,4.2,8.833,,13.033
BINER,Ceren,w,TUR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,8,4.2,8.833,,13.033
BODER,Ethan,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,68,4.2,5.75,,9.95
BOHLE,Leni,w,AUT,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,68,4.2,8.9,,13.1
BOHLE,Leni,w,AUT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,45,4.2,8.9,0.1,13
BOHORQUEZ ROMERO,Ashley Nayerly,w,ECU,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,4.2,5.333,0.1,9.433
BOHORQUEZ ROMERO,Ashley Nayerly,w,ECU,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.2,8.233,0.3,12.133
BOUKHATEM,Fatma Zohra,w,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,145,4.2,4.3,,8.5
BOYER,Marine,w,FRA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,22,4.2,9,,13.2
BOYER,Marine,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,4.2,9.066,,13.266
BOYER,Marine,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,42,4.2,9.166,,13.366
BOYER,Marine,w,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,18,4.2,9.133,,13.333
BRANDENBURGER,Quentin,m,LUX,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,128,4.2,5.7,,9.9
BRANDENBURGER,Quentin,m,LUX,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,95,4.2,8.333,,12.533
BRASSART,Maellyse,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,15,4.2,9.066,,13.266
BRASSART,Maellyse,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,40,4.2,9.1,,13.3
BRASSART,Maellyse,w,BEL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,32,4.2,8.766,,12.966
BRASSART,Maellyse,w,BEL,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,22,4.2,8.833,0.1,12.933
BRASSART,Maellyse,w,BEL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,62,4.2,8.933,,13.133
BRASSART,Maellyse,w,BEL,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,9,4.2,9.133,,13.333
BRASSART,Maellyse,w,BEL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,18,4.2,9.133,,13.333
BRASSART,Maellyse,w,BEL,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,8,4.2,9.1,,13.3
BREMNER,Emily,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,20,4.2,8.65,0,12.85
BREMNER,Emily,m,SCO,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,,4.2,8.65,,12.85
BROSTELLA,Valentina,w,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,21,4.2,7.35,0.1,11.45
BROWN,Georgia Rose,w,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,57,4.2,8.8,,13
BROWN,Lynnzee,w,HAI,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,123,4.2,6.966,,11.166
BROWN,Lynnzee,w,HAI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,11,4.2,7.333,,11.533
BROWN,Romi,w,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,17,4.2,8.966,,13.166
BROWN,Romi,w,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,48,4.2,8.966,,13.166
BRUNETT,Hunter,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,51,4.2,7.55,,11.75
BUCKLEY,Kevin George,m,SLO,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,41,4.2,5.933,,10.133
BUCKLEY,Kevin George,m,SLO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,114,4.2,6.433,,10.633
BUI,Kim,w,GER,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,28,4.2,8.9,,13.1
BUI,Kim,w,GER,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,17,4.2,9.066,,13.266
BURGOYNE,Matt,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,44,4.2,8.1,,12.3
BURROWS,Annabelle,w,AUS,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",UB,13,4.2,7.766,,11.966
BURTANETE,Gabriel,m,ROU,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,52,4.2,8.633,,12.833
BURTANETE,Robert,m,ROU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,97,4.2,7.966,,12.166
BURTANETE,Robert,m,ROU,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,69,4.2,8.3,,12.5
BÖCZÖGÖ,Dorina,w,HUN,2-5 Mar 2022,2022 Doha World Cup,final,"Doha, Qatar",VT1,6,4.2,8.8,,13
BÖCZÖGÖ,Dorina,w,HUN,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",VT1,6,4.2,8.766,,12.966
CALLE GIL,Irene,w,ESP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT1,21,4.2,8.6,0.1,12.7
CALLE GIL,Irene,w,ESP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT1,15,4.2,8.6,0.3,12.5
CAMPOS,Guilherme,m,POR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,80,4.2,8.433,,12.633
CAMPOS,Guilherme,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,85,4.2,8.3,,12.5
CAMPOS,Guilherme,m,POR,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,33,4.2,7.6,,11.8
CAMPOS,Guilherme,m,POR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,83,4.2,8.5,,12.7
CAMPOS,Paulina,w,MEX,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,93,4.2,7.833,,12.033
CAMPOS,Paulina,w,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,24,4.2,7.633,,11.833
CARDERO,Sabrina,w,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,34,4.2,5.75,0.1,9.85
CARDERO,Sabrina,w,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,23,4.2,8.1,,12.3
CARDERO,Sabrina,w,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.2,7.567,,11.767
CARROZZO,Lorenzo,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,13,4.2,8.35,0,12.55
CARVALHO,Kevin,m,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,91,4.2,8.566,,12.766
CASABUENA,Laura,w,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,16,4.2,9,,13.2
CASABUENA,Laura,w,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,45,4.2,9,,13.2
CASABUENA,Laura,w,ESP,16-19 June 2022,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT1,9,4.2,8.65,,12.85
CASABUENA,Laura,w,ESP,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",VT1,12,4.2,8.6,,12.8
CASABUENA,Laura,w,ESP,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,93,4.2,7.6,,11.8
CASABUENA,Laura,w,ESP,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,20,4.2,8.8,,13
CASABUENA,Laura,w,ESP,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,78,4.2,8.866,,13.066
CASABUENA,Laura,w,ESP,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",VT1,6,4.2,9,,13.2
CASABUENA,Laura,w,ESP,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT1,4,4.2,8.933,,13.133
CASABUENA,Laura,w,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,12,4.2,9.033,,13.233
CASABUENA,Laura,w,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,27,4.2,8.966,,13.166
CASELLA,Catalina,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,4.2,7.467,0.1,11.567
CASELLA,Catalina,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.2,7.767,0.1,11.867
CEREGHETTI,Caterina,w,SUI,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,55,4.2,8.766,0.1,12.866
CHAN,Cheuk Lam Charlie,w,HKG,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,28,4.2,7.533,,11.733
CHARI,Michalis,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,118,4.2,8.266,,12.466
CHARI,Michalis,m,CYP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,73,4.2,8.5,,12.7
CHARI,Michalis,m,CYP,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,123,4.2,7.433,,11.633
CHARI,Michalis,m,CYP,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,20,4.2,8.7,,12.9
CHARI,Michalis,m,CYP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,66,4.2,8.733,,12.933
CHASAZYROVAS,Gytis,m,LTU,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,136,4.2,7.2,,11.4
CHAVEZ,Carmina,w,ESA,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,33,4.2,4.65,,8.85
CHIODI,Solen,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,25,4.2,8.8,,13
CHO,Chloe,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,26,4.8,6.6,,11.4
LITTLE,Lauren,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,10,4.8,6.6,,11.4
CHOI,Dasol,w,KOR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",BB,19,4.2,7.466,,11.666
CHOI,Dasol,w,KOR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",UB,44,4.2,4.566,,8.766
CHOWDHURY,Dip Roy,m,IND,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PB,33,4.2,7.967,,12.167
LOWE,Eveylynn,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,25,4.8,6.6,,11.4
CHRISTOPULOS,Taylor,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PB,,4.2,8,,12.2
CIRINO,Ryan,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,28,4.2,6.05,0,10.25
COBB,Reece,w,NZL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,88,4.2,7.633,,11.833
COBB,Reece,w,NZL,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",FX,9,4.2,7.466,0.2,11.466
CONRADIE,Lisa,w,RSA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",BB,34,4.2,6.133,,10.333
ALIPIO,Ciena,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",BB,12,4.6,6.8,,11.4
COOPER,Elliott,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,17,4.2,8.1,0,12.3
CORMIER,Matt,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,4.2,5.8,,10
CORMIER,Matt,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,24,4.2,7.9,,12.1
CORMIER,Matt,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,33,4.2,4.75,,8.95
COSTA,Mafalda,w,POR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,72,4.2,7.233,,11.433
COURNOYER,Rene,m,CAN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,,4.2,6.833,,11.033
CRISTOBAL,Prado,m,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,41,4.2,7.433,,11.633
CUNNINGHAM,Dominick,m,IRL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,91,4.2,7.833,,12.033
CUNNINGHAM,Dominick,m,IRL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,84,4.2,7.533,,11.733
CURTI RUIZ,Milagros,w,ARG,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,68,4.2,8.9,,13.1
CURTI RUIZ,Milagros,w,ARG,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,4.2,8.567,,12.767
CURTI RUIZ,Milagros,w,ARG,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.2,8.433,,12.633
CURTI RUIZ,Milagros,w,ARG,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,22,4.2,7.866,,12.066
CURTI RUIZ,Milagros,w,ARG,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,16,4.2,8.633,,12.833
CZIFRA,Bettina Lili,w,HUN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,78,4.2,8.533,0.3,12.433
D AMATO,Asia,w,ITA,27-30 Apr 2023,2023 Cairo World Cup,final,"Cairo, Egypt",VT2,2,4.2,8.9,,13.1
D AMATO,Asia,w,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,3,4.2,8.7,,12.9
DAMDINDORJ,Enkhtuvshin,m,MGL,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,39,4.2,6.433,,10.633
DAMDINDORJ,Enkhtuvshin,m,MGL,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,36,4.2,7.466,,11.666
DARIES,Naveen,w,RSA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,90,4.2,8.466,,12.666
DARIES,Naveen,w,RSA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,10,4.2,8.75,,12.95
DARIES,Naveen,w,RSA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,62,4.2,8.933,,13.133
DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,7,4.2,8.75,,12.95
DARIES,Naveen,m,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,,4.2,8.75,,12.95
DAS NEVES BOTEGA SOARES,Julia,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.2,8.333,,12.533
DAVENPORT-MILLS,Chase,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PB,,4.2,7.6,,11.8
DAVIES,Grace,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,10,4.2,8.55,0,12.75
DAVIS,Lachlan Kent,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",PB,48,4.2,8.433,,12.633
DAVIS,Mathew,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,26,4.2,7.85,,12.05
DAVTYAN,Artur,m,ARM,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,12,4.2,8.5,0,12.7
DAYKIN,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,23,4.2,8.6,0,12.8
DE FREITAS,Joana,w,MON,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,71,4.2,8.566,0.1,12.666
DE VEER,Martijn,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,74,4.2,8.566,,12.766
DELGADO LOPEZ,Natalia Gabriela,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,4.2,6.7,,10.9
DENOMMÉE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",VT2,3,4.2,8.733,,12.933
DENOMMÉE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",VT2,3,4.2,8.866,,13.066
DEVILLARD,Coline,w,FRA,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",VT2,3,4.2,9.15,,13.35
DEVILLARD,Coline,w,FRA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",VT2,3,4.2,9.15,,13.35
DEVILLARD,Coline,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",VT2,9,4.2,8.966,,13.166
DEVILLARD,Coline,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,8,4.2,8.966,,13.166
DEVILLARD,Coline,w,FRA,9-12 Mar 2023,2023 Baku World Cup,final,"Baku, Azerbaijan",VT2,1,4.2,8.833,,13.033
DEVILLARD,Coline,w,FRA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT2,7,4.2,8.4,,12.6
DEVILLARD,Coline,w,FRA,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",VT2,1,4.2,9,,13.2
DEVILLARD,Coline,w,FRA,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",VT2,1,4.2,8.766,,12.966
DEVILLARD,Coline,w,FRA,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",VT2,1,4.2,9.1,,13.3
DEVILLARD,Coline,w,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,1,4.2,9.166,,13.366
DIAZ,Karelys,w,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,12,4.2,7.25,,11.45
DIAZ,Karelys,w,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,8,4.2,8.65,,12.85
DIAZ,Karelys,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,29,4.2,8.333,,12.533
